seq	run	block	sp	tc
BBS11015	abs	all	0.513	0.370
BBS11015	abs	core	0.545	0.410
BB11007	ref	all	0.570	0.340
BB11007	ref	core	0.735	0.520
BBS11029	q3	all	0.558	0.390
BBS11029	q3	core	0.572	0.430
BBS11010	sov-ipssp	all	0.377	0.180
BBS11010	sov-ipssp	core	0.481	0.290
BB11001	q3	all	0.910	0.850
BB11001	q3	core	1.000	1.000
BBS11033	q3	all	0.528	0.130
BBS11033	q3	core	0.695	0.380
BBS11004	ref	all	0.531	0.370
BBS11004	ref	core	0.569	0.420
BB11028	ref	all	0.334	0.000
BB11028	ref	core	0.416	0.000
BBS11034	q3	all	0.447	0.130
BBS11034	q3	core	0.607	0.270
BB11035	sov	all	0.430	0.120
BB11035	sov	core	0.565	0.180
BB11036	q3	all	0.400	0.060
BB11036	q3	core	0.485	0.170
BBS11006	sov-ipssp	all	0.305	0.120
BBS11006	sov-ipssp	core	0.356	0.140
BB11012	q3-ipssp	all	0.828	0.720
BB11012	q3-ipssp	core	0.865	0.780
BBS11038	abs	all	0.718	0.430
BBS11038	abs	core	0.769	0.540
BB11009	ref	all	0.331	0.000
BB11009	ref	core	0.372	0.000
BBS11037	q3-ipssp	all	0.386	0.110
BBS11037	q3-ipssp	core	0.456	0.160
BB11025	ref	all	0.092	0.000
BB11025	ref	core	0.096	0.000
BBS11021	abs	all	0.508	0.210
BBS11021	abs	core	0.616	0.320
BBS11008	q3-ipssp	all	0.457	0.340
BBS11008	q3-ipssp	core	0.680	0.610
BBS11008	sov-ipssp	all	0.454	0.340
BBS11008	sov-ipssp	core	0.673	0.610
BBS11002	q3	all	0.695	0.270
BBS11002	q3	core	0.868	0.470
BB11030	sov	all	0.477	0.000
BB11030	sov	core	0.669	0.000
BB11005	q3	all	0.286	0.070
BB11005	q3	core	0.354	0.120
BBS11019	q3-ipssp	all	0.471	0.070
BBS11019	q3-ipssp	core	0.599	0.130
BBS11029	sov	all	0.439	0.220
BBS11029	sov	core	0.454	0.270
BBS11019	ref	all	0.466	0.070
BBS11019	ref	core	0.590	0.130
BBS11033	sov	all	0.536	0.130
BBS11033	sov	core	0.690	0.380
BBS11021	sov-ipssp	all	0.517	0.210
BBS11021	sov-ipssp	core	0.616	0.320
BB11014	q3	all	0.585	0.280
BB11014	q3	core	0.685	0.380
BB11020	ref	all	0.626	0.230
BB11020	ref	core	0.753	0.330
BB11023	q3-ipssp	all	0.216	0.000
BB11023	q3-ipssp	core	0.318	0.000
BB11029	q3-ipssp	all	0.419	0.220
BB11029	q3-ipssp	core	0.425	0.270
BB11023	abs	all	0.214	0.000
BB11023	abs	core	0.328	0.000
BB11008	sov	all	0.450	0.330
BB11008	sov	core	0.633	0.590
BB11037	q3	all	0.334	0.110
BB11037	q3	core	0.404	0.160
BB11015	q3	all	0.499	0.360
BB11015	q3	core	0.527	0.390
BBS11028	ref	all	0.735	0.530
BBS11028	ref	core	0.941	0.750
BB11003	q3-ipssp	all	0.571	0.390
BB11003	q3-ipssp	core	0.652	0.490
BB11021	q3	all	0.490	0.210
BB11021	q3	core	0.592	0.320
BB11010	ref	all	0.171	0.000
BB11010	ref	core	0.267	0.000
BB11018	sov-ipssp	all	0.497	0.240
BB11018	sov-ipssp	core	0.755	0.500
BBS11010	q3	all	0.369	0.180
BBS11010	q3	core	0.476	0.290
BBS11023	ref	all	0.309	0.060
BBS11023	ref	core	0.452	0.150
BB11006	ref	all	0.356	0.240
BB11006	ref	core	0.465	0.310
BBS11005	abs	all	0.246	0.000
BBS11005	abs	core	0.281	0.000
BB11011	sov-ipssp	all	0.102	0.000
BB11011	sov-ipssp	core	0.161	0.000
BB11038	q3-ipssp	all	0.692	0.370
BB11038	q3-ipssp	core	0.775	0.490
BB11015	q3-ipssp	all	0.548	0.360
BB11015	q3-ipssp	core	0.579	0.390
BB11008	q3-ipssp	all	0.450	0.330
BB11008	q3-ipssp	core	0.633	0.590
BB11004	sov-ipssp	all	0.441	0.190
BB11004	sov-ipssp	core	0.482	0.230
BBS11017	sov-ipssp	all	0.733	0.640
BBS11017	sov-ipssp	core	0.860	0.780
BBS11006	q3-ipssp	all	0.305	0.120
BBS11006	q3-ipssp	core	0.356	0.140
BBS11007	sov-ipssp	all	0.585	0.330
BBS11007	sov-ipssp	core	0.699	0.430
BBS11012	sov-ipssp	all	0.846	0.760
BBS11012	sov-ipssp	core	0.883	0.820
BB11004	sov	all	0.568	0.450
BB11004	sov	core	0.601	0.480
BB11012	q3	all	0.847	0.730
BB11012	q3	core	0.892	0.810
BB11001	sov-ipssp	all	0.936	0.880
BB11001	sov-ipssp	core	1.000	1.000
BBS11011	ref	all	0.189	0.100
BBS11011	ref	core	0.343	0.230
BB11019	ref	all	0.453	0.060
BB11019	ref	core	0.570	0.130
BBS11020	abs	all	0.530	0.250
BBS11020	abs	core	0.611	0.400
BB11009	sov	all	0.639	0.550
BB11009	sov	core	0.728	0.650
BBS11026	ref	all	0.210	0.000
BBS11026	ref	core	0.220	0.000
BBS11025	sov	all	0.141	0.000
BBS11025	sov	core	0.088	0.000
BBS11015	sov-ipssp	all	0.597	0.410
BBS11015	sov-ipssp	core	0.644	0.470
BBS11034	ref	all	0.485	0.090
BBS11034	ref	core	0.646	0.180
BBS11013	ref	all	0.076	0.000
BBS11013	ref	core	0.086	0.000
BBS11003	sov	all	0.608	0.440
BBS11003	sov	core	0.692	0.560
BBS11031	ref	all	0.355	0.050
BBS11031	ref	core	0.419	0.070
BBS11025	q3	all	0.141	0.000
BBS11025	q3	core	0.088	0.000
BB11016	ref	all	0.404	0.040
BB11016	ref	core	0.550	0.100
BBS11020	q3-ipssp	all	0.565	0.250
BBS11020	q3-ipssp	core	0.647	0.370
BB11014	q3-ipssp	all	0.637	0.360
BB11014	q3-ipssp	core	0.729	0.460
BBS11030	sov	all	0.570	0.110
BBS11030	sov	core	0.677	0.180
BBS11023	q3	all	0.266	0.050
BBS11023	q3	core	0.394	0.130
BB11014	ref	all	0.629	0.430
BB11014	ref	core	0.737	0.580
BB11030	q3	all	0.478	0.000
BB11030	q3	core	0.663	0.000
BBS11004	q3	all	0.566	0.420
BBS11004	q3	core	0.586	0.430
BB11021	sov-ipssp	all	0.517	0.210
BB11021	sov-ipssp	core	0.609	0.320
BBS11023	abs	all	0.213	0.000
BBS11023	abs	core	0.319	0.020
BBS11009	sov	all	0.703	0.580
BBS11009	sov	core	0.794	0.700
BBS11038	q3	all	0.763	0.490
BBS11038	q3	core	0.821	0.600
BB11003	abs	all	0.615	0.430
BB11003	abs	core	0.702	0.550
BBS11028	sov	all	0.732	0.550
BBS11028	sov	core	0.941	0.750
BB11032	sov	all	0.597	0.350
BB11032	sov	core	0.821	0.610
BB11012	ref	all	0.846	0.730
BB11012	ref	core	0.890	0.810
BB11008	q3	all	0.450	0.330
BB11008	q3	core	0.633	0.590
BB11003	sov-ipssp	all	0.601	0.400
BB11003	sov-ipssp	core	0.692	0.500
BB11034	sov	all	0.427	0.110
BB11034	sov	core	0.605	0.260
BBS11002	ref	all	0.729	0.310
BBS11002	ref	core	0.882	0.520
BB11020	sov-ipssp	all	0.509	0.250
BB11020	sov-ipssp	core	0.608	0.380
BBS11036	sov	all	0.465	0.070
BBS11036	sov	core	0.528	0.170
BB11025	sov	all	0.092	0.000
BB11025	sov	core	0.096	0.000
BBS11002	sov-ipssp	all	0.688	0.270
BBS11002	sov-ipssp	core	0.868	0.470
BBS11015	ref	all	0.558	0.370
BBS11015	ref	core	0.602	0.410
BB11002	q3-ipssp	all	0.405	0.000
BB11002	q3-ipssp	core	0.483	0.000
BBS11031	q3	all	0.440	0.150
BBS11031	q3	core	0.517	0.200
BB11033	sov-ipssp	all	0.324	0.000
BB11033	sov-ipssp	core	0.392	0.000
BB11037	ref	all	0.341	0.170
BB11037	ref	core	0.409	0.230
BBS11032	q3-ipssp	all	0.627	0.310
BBS11032	q3-ipssp	core	0.842	0.590
BBS11031	sov-ipssp	all	0.392	0.060
BBS11031	sov-ipssp	core	0.432	0.050
BBS11024	q3	all	0.313	0.000
BBS11024	q3	core	0.358	0.000
BB11004	q3	all	0.572	0.440
BB11004	q3	core	0.615	0.480
BBS11017	abs	all	0.738	0.630
BBS11017	abs	core	0.871	0.770
BB11026	ref	all	0.174	0.000
BB11026	ref	core	0.223	0.000
BB11017	sov-ipssp	all	0.724	0.640
BB11017	sov-ipssp	core	0.847	0.780
BBS11018	sov-ipssp	all	0.463	0.260
BBS11018	sov-ipssp	core	0.682	0.500
BB11020	abs	all	0.523	0.250
BB11020	abs	core	0.618	0.400
BBS11020	q3	all	0.574	0.250
BBS11020	q3	core	0.642	0.370
BB11033	sov	all	0.396	0.000
BB11033	sov	core	0.455	0.000
BBS11020	ref	all	0.637	0.240
BBS11020	ref	core	0.753	0.330
BB11014	abs	all	0.554	0.260
BB11014	abs	core	0.648	0.350
BB11034	sov-ipssp	all	0.390	0.080
BB11034	sov-ipssp	core	0.565	0.170
BB11010	sov	all	0.208	0.070
BB11010	sov	core	0.444	0.290
BBS11026	q3-ipssp	all	0.239	0.000
BBS11026	q3-ipssp	core	0.223	0.000
BB11031	q3	all	0.241	0.000
BB11031	q3	core	0.302	0.000
BB11017	abs	all	0.729	0.630
BB11017	abs	core	0.859	0.770
BB11017	ref	all	0.741	0.640
BB11017	ref	core	0.865	0.780
BBS11013	sov-ipssp	all	0.045	0.000
BBS11013	sov-ipssp	core	0.045	0.000
BBS11010	sov	all	0.369	0.180
BBS11010	sov	core	0.476	0.290
BBS11019	sov-ipssp	all	0.462	0.020
BBS11019	sov-ipssp	core	0.580	0.050
BBS11014	sov-ipssp	all	0.666	0.400
BBS11014	sov-ipssp	core	0.755	0.490
BBS11007	ref	all	0.592	0.340
BBS11007	ref	core	0.738	0.520
BBS11029	q3-ipssp	all	0.578	0.420
BBS11029	q3-ipssp	core	0.569	0.450
BB11033	ref	all	0.320	0.000
BB11033	ref	core	0.388	0.000
BBS11028	abs	all	0.729	0.550
BBS11028	abs	core	0.941	0.750
BBS11022	q3	all	0.199	0.000
BBS11022	q3	core	0.242	0.000
BBS11037	sov-ipssp	all	0.182	0.000
BBS11037	sov-ipssp	core	0.220	0.000
BBS11017	ref	all	0.750	0.640
BBS11017	ref	core	0.877	0.780
BBS11027	ref	all	0.373	0.150
BBS11027	ref	core	0.510	0.300
BB11038	sov-ipssp	all	0.691	0.390
BB11038	sov-ipssp	core	0.774	0.490
BB11032	q3-ipssp	all	0.636	0.310
BB11032	q3-ipssp	core	0.854	0.630
BB11023	ref	all	0.289	0.050
BB11023	ref	core	0.406	0.130
BBS11032	ref	all	0.622	0.300
BBS11032	ref	core	0.834	0.550
BBS11017	q3-ipssp	all	0.723	0.630
BBS11017	q3-ipssp	core	0.848	0.760
BBS11026	sov-ipssp	all	0.226	0.000
BBS11026	sov-ipssp	core	0.220	0.000
BB11013	abs	all	0.000	0.000
BB11013	abs	core	0.000	0.000
BB11037	sov	all	0.334	0.110
BB11037	sov	core	0.404	0.160
BB11020	q3-ipssp	all	0.513	0.250
BB11020	q3-ipssp	core	0.605	0.400
BBS11008	abs	all	0.457	0.340
BBS11008	abs	core	0.680	0.610
BB11016	q3-ipssp	all	0.405	0.060
BB11016	q3-ipssp	core	0.565	0.130
BB11026	q3	all	0.172	0.000
BB11026	q3	core	0.220	0.000
BB11013	sov	all	0.000	0.000
BB11013	sov	core	0.000	0.000
BB11018	sov	all	0.470	0.230
BB11018	sov	core	0.717	0.480
BB11008	ref	all	0.450	0.330
BB11008	ref	core	0.633	0.590
BBS11019	q3	all	0.510	0.090
BBS11019	q3	core	0.620	0.190
BBS11014	abs	all	0.566	0.260
BBS11014	abs	core	0.659	0.350
BBS11005	q3	all	0.301	0.090
BBS11005	q3	core	0.349	0.120
BB11032	q3	all	0.587	0.290
BB11032	q3	core	0.826	0.590
BB11027	sov-ipssp	all	0.316	0.150
BB11027	sov-ipssp	core	0.440	0.300
BB11016	sov	all	0.424	0.060
BB11016	sov	core	0.584	0.130
BB11025	q3	all	0.092	0.000
BB11025	q3	core	0.096	0.000
BBS11030	sov-ipssp	all	0.489	0.000
BBS11030	sov-ipssp	core	0.588	0.000
BB11031	ref	all	0.274	0.030
BB11031	ref	core	0.347	0.050
BB11022	q3-ipssp	all	0.208	0.000
BB11022	q3-ipssp	core	0.247	0.000
BB11032	ref	all	0.537	0.230
BB11032	ref	core	0.764	0.460
BB11005	abs	all	0.214	0.000
BB11005	abs	core	0.271	0.000
BB11005	ref	all	0.245	0.060
BB11005	ref	core	0.322	0.140
BBS11011	q3-ipssp	all	0.076	0.000
BBS11011	q3-ipssp	core	0.115	0.000
BBS11001	sov-ipssp	all	0.947	0.890
BBS11001	sov-ipssp	core	1.000	1.000
BB11002	sov-ipssp	all	0.383	0.000
BB11002	sov-ipssp	core	0.460	0.000
